"institution","collection","recordsets","recordsetQuery","institution_code","collection_code","collection_uuid","collection_lsid","collection_url","collection_catalog_url","description","descriptionForSpecialists","cataloguedSpecimens","knownToContainTypes","taxonCoverage","geographic_range","collectionExtent","contact","contact_role","contact_email","mailing_address","mailing_city","mailing_state","mailing_zip","physical_address","physical_city","physical_state","physical_zip","UniqueNameUUID","attributionLogoURL","providerManagedID","derivedFrom","sameAs","flags","portalDisplay","lat","lon","count","type"
"Natural History Institute","Botany","f89ada44-88df-46f0-bc61-cc46d9c84673","{""recordset"":""f89ada44-88df-46f0-bc61-cc46d9c84673""}","NHI<IH>","","urn:uuid:5faecfc4-58b4-437f-8e41-f395c5687b22","http://grbio.org/cool/tg1e-5a2a","http://www.NaturalHistoryInstitute.org","","Plants of Yavapai County Mogollon Highlands of Arizona and New Mexico and surrounding ecoregions","",9000,NA,"Plants of Yavapai County","Mogollon Highlands of Arizona and New Mexico and surrounding ecoregions","9000","Lisa Zander","Collections Manager","info@naturalhistoryinstitute.org","220 Grove Avenue","Prescott","Arizona","86301","220 Grove Avenue","Prescott","Arizona","86301","","","","","http://sweetgum.nybg.org/science/ih/herbarium_details.php?irn=225899","","",34.5444,-112.4764,8288,"plantae"
"Stanford University, Hopkins Marine Station, Gilbert M. Smith Herbarium","Herbarium","e7db896a-c95b-4a18-99a4-866fff238ca5","{""recordset"":""e7db896a-c95b-4a18-99a4-866fff238ca5""}","GMS<IH>","","urn:uuid:3ceed2bd-7cd2-4c10-a4f2-462a63504ed1","urn:lsid:biocol.org:col:14920","http://www-marine.stanford.edu/GMSonline.htm","http://www-marine.stanford.edu/GMSonline.htm","","",9000,NA,"","","9000","Judy Thompson","Administrator","judyt@stanford.edu","Biological Sciences Department","Pacific Grove","California","93950-3094","","Pacific Grove","California","93950-3094","urn:uuid:3ee067bb-b734-4ffa-a924-3fbafcf00718","","","","http://sweetgum.nybg.org/science/ih/herbarium_details.php?irn=124765","","",36.6177,-121.9166,8172,"plantae"
"Hope College","Herbarium","7e44229a-e8fa-4570-ada1-0cd7843a66d7","{""recordset"":""7e44229a-e8fa-4570-ada1-0cd7843a66d7""}","HCHM<IH>","","urn:uuid:de427c68-ec27-11e4-b70a-002315492bbc","urn:lsid:biocol.org:col:13240","","","","",NA,NA,"","","","","","","Biology Department, 35 East 12th Street","Holland","Michigan","49423-9000","","Holland","Michigan","49423-9000","urn:uuid:79adbb46-e499-41e2-8dff-72db6e3e963a","","","","http://sweetgum.nybg.org/science/ih/herbarium_details.php?irn=124764","","",42.7438,-86.0837,7843,"plantae"
"University of Wisconsin-Milwaukee","Herbarium","364b1f8d-5975-48d9-bba1-c97ab172986c","{""recordset"":""364b1f8d-5975-48d9-bba1-c97ab172986c""}","UWM<IH>","","urn:uuid:dd64a9a0-e6e3-4d51-8c07-0921d724837f","urn:lsid:biocol.org:col:14672","http://www4.uwm.edu/letsci/biologicalsciences/facilities/herbarium/","","","",NA,NA,"","","","Sara B. Hoot","Director","hoot@uwm.edu","Biological Sciences Department, P.O. Box 413, 3209 N. Maryland Ave","Milwaukee","Wisconsin","53201","Department of Biological Sciences, P.O. Box 413, 3209 N. Maryland Ave","Milwaukee","Wisconsin","53201","urn:uuid:6e1ea1b0-92f9-47be-8fcf-33ab680033c5","","","","http://sweetgum.nybg.org/science/ih/herbarium_details.php?irn=126903","","",43.0113,-87.9584,7818,"plantae"
"Emory University","Herbarium","042dbdba-a449-4291-8777-577a5a4045de","{""recordset"":""042dbdba-a449-4291-8777-577a5a4045de"",""collectioncode"":[""General Collection"","" Thorne Flora"","" Medical Botany"","" Granite Outcrop"","" Eyles Florae"","" Southern Appalachian Botanical Club""]}","GEO<IH>","General Collection, Thorne Flora, Medical Botany, Granite Outcrop, Eyles Florae, Southern Appalachian Botanical Club","urn:uuid:90607704-ff5c-4de5-af39-53a0146ff278","urn:lsid:biocol.org:col:15480","https://scholarblogs.emory.edu/emoryherbarium/","","Granite rock outcrop collection, medical botany collection SE USA, Italy, Balkans, Australia","",20000,NA,"Granite rock outcrop collection, medical botany collection","SE USA, Italy, Balkans, Australia","20000","Cassandra Quave","Curator","cquave@emory.edu","Biology Department, O. Wayne Rollins Research Center, 1510 Clifton Road NE","Atlanta","Georgia","30322","","Atlanta","Georgia","30322","urn:uuid:a11d8f2f-1415-4974-963b-07e01fd951db","","","","http://sweetgum.nybg.org/science/ih/herbarium_details.php?irn=124475","","",33.7952,-84.3248,7506,"plantae"
"University of Wisconsin-La Crosse","Herbarium","f08c31ea-0e90-4cc1-b471-dfd0584ae7cf","{""recordset"":""f08c31ea-0e90-4cc1-b471-dfd0584ae7cf""}","UWL<IH>","","urn:uuid:597ad707-37f9-4907-8bb5-dee07c4ae814","urn:lsid:biocol.org:col:14671","","","","",NA,NA,"","","","D. Timothy Gerber","","","Biology Department","La Crosse","Wisconsin","54601","1725 State Street.","La Crosse","Wisconsin","54601","urn:uuid:bb61a94a-ef58-4880-8a32-1da9f9c60d33","","","","http://sweetgum.nybg.org/science/ih/herbarium_details.php?irn=126902","","",43.8129,-91.2308,7388,"plantae"
"University of California Santa Cruz","Plants","0b17c21a-f7e2-4967-bdf8-60cf9b06c721","{""recordset"":""0b17c21a-f7e2-4967-bdf8-60cf9b06c721"",""institutioncode"":""UCSC""}","UCSC<IH>","","urn:uuid:cf051cd8-d8ee-44fb-87ac-2a5d7523da2a","urn:lsid:biocol.org:col:13097","http://mnhc.ucsc.edu","","","",NA,NA,"","","","Chris Lay","Curator","cml@ucsc.edu","Department of Environmental Studies, Museum of Natural History, 1156 High St.","Santa Cruz","California","95064","1156 High Street, Natural Sciences 2 building","Santa Cruz","California","95064","urn:uuid:7732a3ac-43ed-4a69-aa0a-d0c99c415e80","","","","http://sweetgum.nybg.org/science/ih/herbarium_details.php?irn=126628","","",36.9775,-122.0559,7337,"plantae"
"University of Northern Iowa, Grant Herbarium","Herbarium","1720ead7-9d20-4179-8998-2a59b8bfa8d7","{""recordset"":""1720ead7-9d20-4179-8998-2a59b8bfa8d7""}","ISTC<IH>","","urn:uuid:9eae84e3-7cf1-4b16-80a5-c4f44b94822c","urn:lsid:biocol.org:col:15377","","","","",NA,NA,"","","","Steve O'Kane","Collection Manager","steve.okane@uni.edu","Biology Department","Cedar Falls","Iowa","50614-0421","","Cedar Falls","Iowa","50614-0421","","","","","http://sweetgum.nybg.org/science/ih/herbarium_details.php?irn=126768","","",42.4698,-92.3095,6996,"plantae"
"Rocky Mountain Biological Laboratory","Herbarium","12018be6-3795-43a3-a073-a2b9d60c0af3","{""recordset"":""12018be6-3795-43a3-a073-a2b9d60c0af3""}","RMBL<IH>","","urn:uuid:25a68dbc-5b52-438f-813f-fbbd0c75433e","http://grbio.org/cool/m6b1-7k8z","","http://intermountainbiota.org","The collection of ca. 7000 vascular plants and ca. 100 lichens and bryophytes spans the history of RMBL starting in 1929.","",7000,FALSE,"The collection covers the taxonomic range of the vascular flora near RMBL, Gunnison County, Colorado. Most collections are from higher elevations, > 9500ft to surrounding summits up to 14000 feet.","The majority of specimens are from the upper East River Valley in Gunnison County Colorado, with ca. 10% of specimens from surrounding counties in Colorado.","7000 vascular plants and ca. 100 lichens and bryophytes","C.F. Rick Williams","Curator","willcha2@isu.edu","P.O. Box 519","Crested Butte","Colorado","81224","8000 County Road 317","Crested Butte","Colorado","81224","urn:uuid:d444f68b-7130-4b5b-b073-cc49c8c8804d","","","","http://sweetgum.nybg.org/science/ih/herbarium_details.php?irn=169139","","",38.9592,-106.9898,6954,"plantae"
"Utah State University Uintah Basin","Herbarium","204fbebc-37cc-4331-a2be-11f38949561c","{""recordset"":""204fbebc-37cc-4331-a2be-11f38949561c""}","USUUB<IH>","","urn:uuid:4997e060-77d9-44ab-92aa-97458ba0068d","","","","","",NA,NA,"","","","","","","1680 West Highway 40","Vernal","Utah","84708","","Vernal","Utah","84708","","","","","http://sweetgum.nybg.org/science/ih/herbarium_details.php?irn=160711","","",40.6304,-109.4831,6916,"plantae"
"University of North Carolina Wilmington, David J. Sieren Herbarium","Herbarium","b00cf471-6bbe-4f94-846e-288900398b65","{""recordset"":""b00cf471-6bbe-4f94-846e-288900398b65""}","WNC<IH>","","urn:uuid:07ad48a2-780d-4e1d-b87a-8a17e17f05e3","urn:lsid:biocol.org:col:15185","","","","",21000,NA,"","","21000","Paul Hosier","Director","hosierp@uncw.edu","Department of Biology and Marine Biology, 601 S. College Rd.","Wilmington","North Carolina","28403-5915","601 South College Road.","Wilmington","North Carolina","28403-5915","urn:uuid:026f9491-cab1-4ff5-82d5-12d57669c47e","","","","http://sweetgum.nybg.org/science/ih/herbarium_details.php?irn=126765","","",34.2401,-77.8709,6651,"plantae"
"Eastern Washington University","Herbarium","e701ecce-f9ab-445f-afcb-24f279efbc9c","{""recordset"":""e701ecce-f9ab-445f-afcb-24f279efbc9c""}","EWU","Vascular","urn:uuid:efe7f4f9-6a5c-40fc-96c9-957b8473c07e","","https://www.ewu.edu/cstem/departments/biology/facilities","","","",NA,NA,"","","","Robin O'Quinn","","roquinn@ewu.edu","Department of Biology, 258 Science Building","Cheney","Washington","99004","Department of Biology, 258 Science Building","Cheney","Washington","99004","","","","","","","",47.4898,-117.5845,6468,"plantae"
"Converse College","Herbarium","5486b66d-2082-433d-9223-bd789ebca29c","{""recordset"":""5486b66d-2082-433d-9223-bd789ebca29c""}","CONV<IH>","","urn:uuid:5317a68e-bd2c-4efb-aa31-2b33629ae220","urn:lsid:biocol.org:col:12886","","","","",NA,NA,"","","","Douglas Jensen","Curator","doug.jensen@converse.edu","Biology Department, 580 E. Main St.","Spartanburg","South Carolina","29301","","Spartanburg","South Carolina","29301","urn:uuid:edd666f9-f1e8-4424-8d63-46b9def2ac3a","","","","http://sweetgum.nybg.org/science/ih/herbarium_details.php?irn=124337","","",34.934,-82.0107,6445,"plantae"
"Marie Selby Botanical Gardens","Herbarium","767c78b4-1c16-4cac-ad04-66333ac5a7f2","{""recordset"":""767c78b4-1c16-4cac-ad04-66333ac5a7f2""}","SEL<IH>","","urn:uuid:46f7c6bc-7458-44b2-ac6c-47a0cb6b9dbe","urn:lsid:biocol.org:col:15632","http://www.selby.org","http://selby.org/botany/collections/","","",NA,NA,"","","","Bruce Holst","Director of Botany","research@selby.org","811 South Palm Avenue","Sarasota","Florida","34236","811 South Palm Avenue","Sarasota","Florida","34236","urn:uuid:5d983076-8a2d-4167-96d6-773ed24a6c82","","","","http://sweetgum.nybg.org/science/ih/herbarium_details.php?irn=125215","","",27.3284,-82.5397,6299,"plantae"
"Southern Utah University, Garth & Jerri Frehner Museum of Natural History","Herbarium","bfb53140-79c1-4625-81aa-3f37de7c0c2f","{""recordset"":""bfb53140-79c1-4625-81aa-3f37de7c0c2f""}","SUU<IH>","","urn:uuid:85591488-3c85-4880-8196-4d36e7adb6e0","urn:lsid:biocol.org:col:35045","http://www.suu.edu/cose/museum/","","","",NA,NA,"","","","Jacqualine Grant","Museum Coordinator","jacqualinegrant@suu.edu","351 W. University Blvd.","Cedar City","Utah","84720","122 Science Center","Cedar City","Utah","84720","","","","","http://sweetgum.nybg.org/science/ih/herbarium_details.php?irn=156521","","",37.6773,-113.0596,6185,"plantae"
"University of Wyoming, Rocky Mountain Herbarium","Herbarium","4cdf5c2f-1a44-4fd5-bdd8-de08c8a660e2, 5ab5f23d-292e-4bea-ba06-12db0f8a8c86","{""recordset"":[""4cdf5c2f-1a44-4fd5-bdd8-de08c8a660e2"",""5ab5f23d-292e-4bea-ba06-12db0f8a8c86""]}","RM<IH>","","urn:uuid:775189c9-f1ae-4ab7-9944-dd282e215382","urn:lsid:biocol.org:col:15680","http://www.rmh.uwyo.edu","","","",NA,NA,"","","","Ronald L. Hartman","Curator","rhartman@uwyo.edu","Department of Botany, Dept. 3165, 1000 East University Avenue","Laramie","Wyoming","82071-3165","311 Aven Nelson Building.","Laramie","Wyoming","82071-3165","urn:uuid:ba3885c3-c78e-46c0-94b3-99eb0bf3d778","","","","http://sweetgum.nybg.org/science/ih/herbarium_details.php?irn=126907","","",41.3127,-105.5646,6176,"plantae"
"Reed College","Herbarium","ea9de87b-7231-4a05-809f-4b658ea4173d","{""recordset"":""ea9de87b-7231-4a05-809f-4b658ea4173d""}","REED<IH>","","urn:uuid:ed0df009-99aa-495a-becb-4a99284becd0","","","","","",NA,NA,"","","","Keith Karoly","Curator","kkaroly@reed.edu","Biology Department, 3203 SE Woodstock Blvd.","Portland","Oregon","97202","","Portland","Oregon","97202","","","","","http://sweetgum.nybg.org/science/ih/herbarium_details.php?irn=153707","","",45.4817,-122.6373,6022,"plantae"
"Calvin College","Herbarium","8bcb95b2-ab5c-4368-8ead-14588eeb9c98","{""recordset"":""8bcb95b2-ab5c-4368-8ead-14588eeb9c98""}","CALVIN<IH>","","urn:uuid:d6febb08-ec34-11e4-b70a-002315492bbc","","http://www.calvin.edu/academics/departments-programs/biology/about/facilities/herbarium-and-museum/","","","",NA,NA,"","","","David Warners","Curator","dwarners@calvin.edu","DeVries Hall 120, 3201 Burton SE","Grand Rapids","Michigan","49546","DeVries Hall 120, 3201 Burton SE","Grand Rapids","Michigan","49546","urn:uuid:404670d0-0a79-4b1e-917c-056a197057ed","","","","http://sweetgum.nybg.org/science/ih/herbarium_details.php?irn=174169","","",42.9271,-85.6083,5975,"plantae"
"Eastern Nevada Landscape Coalition","","b12b08da-3d05-4406-a051-0139a33ecf35","{""recordset"":""b12b08da-3d05-4406-a051-0139a33ecf35""}","ENLC","","urn:uuid:5ae8424c-6ce2-45b2-8e87-605ef8958587","","http://www.envlc.org/","http://www.intermountainbiota.org","Great Basin and Mojave Deserts. Isotype specimens of I. W. Clokey Primarily eastern and northern Nevada","",2500,NA,"Great Basin and Mojave Deserts. Isotype specimens of I. W. Clokey","Primarily eastern and northern Nevada","2500","Greg Gust","Curator","ggust@envlc.org","1500 Ave F.","Ely","Nevada","89301","1500 Ave F.","Ely","Nevada","89301","","","","","","","",39.258,-114.8602,5906,"plantae"
"Pittsburg State University, Theodore M. Sperry Herbarium","Herbarium","44328ef7-fc7f-4ff6-b51b-ed9049857e11, 664bd710-8791-4dba-a3b6-000a1b140951","{""recordset"":[""44328ef7-fc7f-4ff6-b51b-ed9049857e11"","" 664bd710-8791-4dba-a3b6-000a1b140951""]}","KSP<IH>","","urn:uuid:6ff5ead2-fd39-487e-b9f4-b33ac2c055a4","","http://www.pittstate.edu/department/herbarium/","","","",NA,NA,"","","","Neil Snow","Collection Manager","nsnow@pittstate.edu","Biology Department, Heckert Welss 302","Pittsburg","Kansas","66762","Biology Department, Heckert Welss 302","Pittsburg","Kansas","66762","urn:uuid:acaac7af-fdab-41c0-97ff-d9819f87eeb1","","","","http://sweetgum.nybg.org/science/ih/herbarium_details.php?irn=125689","","",37.3988,-95.1242,5689,"plantae"
"Huntington University","Herbarium","67893f3c-c409-41c6-a8f2-47956739a911","{""recordset"":""67893f3c-c409-41c6-a8f2-47956739a911""}","HUNT<IH>","","urn:uuid:ae0c96cc-b528-498a-8fa9-2acab58ee250","","","","","",NA,FALSE,"","","","Collin Hobbs","","chobbs@huntington.edu","2303 College Ave","Huntington","Indiana","46750","2303 College Ave","Huntington","Indiana","46750","","","","","http://sweetgum.nybg.org/science/ih/herbarium_details.php?irn=177735","","",40.8988,-85.4991,5633,"plantae"
"Bureau of Land Management, Boise District Office","Herbarium","954ec5e0-4fcd-414d-8ad2-46b4b75cfc74","{""recordset"":""954ec5e0-4fcd-414d-8ad2-46b4b75cfc74""}","BBLM<IH>","","urn:uuid:7707442d-34b6-4381-aade-7656b2255186","","","","","",NA,NA,"","","","Holly Beck","Bruneau Field Office Botanist","hbeck@blm.gov","3948 Development Ave.","Boise","Idaho","83705","3948 Development Ave","Boise","Idaho","83705","","","","","http://sweetgum.nybg.org/science/ih/herbarium_details.php?irn=167325","","",43.5668,-116.2073,5613,"plantae"
"Bureau of Land Management, Medford District Office","Herbarium","fb7db48e-1599-420e-8f10-1f20fe1c6aa3, f2f68b10-b620-4ef8-ac32-c799b38b6d56, 5f681b65-9a7e-4b79-8a17-fc95cc26b837, d1983d53-434a-436e-a698-3a2745eb61dc","{""recordset"":[""fb7db48e-1599-420e-8f10-1f20fe1c6aa3"",""f2f68b10-b620-4ef8-ac32-c799b38b6d56"",""5f681b65-9a7e-4b79-8a17-fc95cc26b837"",""d1983d53-434a-436e-a698-3a2745eb61dc""]}","BLMMD","","urn:uuid:7656fb62-e60c-44b2-b1f7-091aca8964e3","","","","","",NA,NA,"","","","Bryan Wender","","bwender@blm.gov","3040 Biddle Rd","Medford","Oregon","97504","3040 Biddle Rd","Medford","Oregon","97504","","","","","","","",42.3622,-122.8734,5483,"plantae"
"Colgate University, George R. Cooley Herbarium","Herbarium","2cebadf7-6d52-49b2-b3a7-d4969a36aa12","{""recordset"":""2cebadf7-6d52-49b2-b3a7-d4969a36aa12""}","GRCH<IH>","","urn:uuid:32bdcfb5-6358-4588-8b03-2bc961534f01","urn:lsid:biocol.org:col:12526","","","","",NA,NA,"","","","Frank M. Frey","Director & Curator","ffrey@mail.colgate.edu","Biology Department","Hamilton","New York","13346","13 Oak Drive","Hamilton","New York","13346","urn:uuid:c1abe623-5b41-4179-82ed-697a69117729","","","","http://sweetgum.nybg.org/science/ih/herbarium_details.php?irn=124309","","",42.8194,-75.5327,5419,"plantae"
"Texas Lutheran University","Herbarium","1fc07b28-43f5-49d1-badf-63005e1c3e9a","{""recordset"":""1fc07b28-43f5-49d1-badf-63005e1c3e9a""}","TLU","TLU","urn:uuid:4f8ca2e8-db2a-45b4-8254-b13f34cf3df0","","","","","",5000,NA,"","","5000","Alan Lievens","Professor of Biology","alievens@tlu.edu","1000 West Court Street","Seguin","Texas","78155-5978","1000 West Court Street","Seguin","Texas","78155-5978","","","","","http://sweetgum.nybg.org/science/ih/herbarium_details.php?irn=249937","","",29.572807,-97.985002,5419,"plantae"
"University of Mary Washington","Herbarium","3a0d8092-c577-4775-a586-1542574edc53","{""recordset"":""3a0d8092-c577-4775-a586-1542574edc53""}","MWCF<IH>","","urn:uuid:b229b74a-d728-40b5-a306-2bcccdb6d742","urn:lsid:biocol.org:col:13556","","","","",NA,NA,"","","","April Wynn","Curator","awynn@umw.edu","Department of Biology, 1301 College Avenue","Fredericksburg","Virginia","22401-5358","","Fredericksburg","Virginia","22401-5358","urn:uuid:175b9970-35d2-481a-af3e-633add860391","","","","http://sweetgum.nybg.org/science/ih/herbarium_details.php?irn=125226","","",38.2993,-77.4867,5290,"plantae"
"Eastern New Mexico University, Natural History Museum","Herbarium","d07e7b8a-2222-477f-a7f3-f098bbfdaf54","{""recordset"":""d07e7b8a-2222-477f-a7f3-f098bbfdaf54""}","ENMU<IH>","","urn:uuid:aebf73f8-4d04-4334-a2b6-54c2f9161cd1","urn:lsid:biocol.org:col:33306","http://www.enmu.edu/services/museums/natural-history/","","Flora of eastern New Mexico","",6500,NA,"","Flora of eastern New Mexico","6500","Darren A. Pollock","Curator of Collections","darren.pollock@enmu.edu","Roosevelt Hall, 1500 S Ave K","Portales","New Mexico","88130","Roosevelt Hall, 1500 S Ave K","Portales","New Mexico","88130","","","","","http://sweetgum.nybg.org/science/ih/herbarium_details.php?irn=243559","","",34.1809,-103.3466,5170,"plantae"
"Western Connecticut State University","Herbarium","282fe9c2-d6cb-4325-b3b5-b70ab1d22bbb","{""recordset"":""282fe9c2-d6cb-4325-b3b5-b70ab1d22bbb""}","WCSU<IH>","","urn:uuid:1404cea6-83c5-4df4-ad22-8dd655b2d425","urn:lsid:biocol.org:col:14736","","","","",NA,NA,"","","","C. Thomas Philbrick","Director","philbrickt@wcsu.edu","Department of Biological and Environmental Sciences, 181 White Street","Danbury","Connecticut","06810-0000","","Danbury","Connecticut","06810-0000","urn:uuid:4b51cd5b-e1c4-4625-8479-347ffc22d34c","","","","http://sweetgum.nybg.org/science/ih/herbarium_details.php?irn=127000","","",41.3762,-73.4714,5113,"plantae"
"Patuxent Research Refuge - Maryland","Herbarium","4960f30c-c1c7-490e-966a-61ad02969e38","{""recordset"":""4960f30c-c1c7-490e-966a-61ad02969e38""}","USFWS","PRR","urn:uuid:47ab203c-035e-49c4-a23f-a95e31a498f9","","","","Established in 1936 by executive order of President Franklin D. Roosevelt, the Patuxent Research Refuge is the nation's only national wildlife refuge established to support wildlife research. It is located located between Washington, DC and Baltimore, MD. At the time of the Refuge's establishment in 1936, botanist Neil Hotchkiss and other scientists surveyed the flora on the 2,650 acres which made up the Refuge. Lists of plants found on the Refuge were published in 1940 and 1947. The latter list tabulated 944 plant taxa. Voucher specimens were collected and reposited in the Refuge's herbarium. By 1980, when the refuge expanded to 4,741 acres, a total of 900 plant taxa were listed. In the early 1990's as part of the Base Re-alignment and Closure (BRAC) process, the Department of Defense transferred about 8,100 acres of land from Fort Meade to the Department of Interior, with control of the land given to the Fish and Wildlife Service. The addition of this parcel, now known as the North Tract, brought the total acreage of the Refuge to over 12,800 acres. A floral survey of the North Tract began in 2010 and a re-survey of the older parcel of the Refuge, known as the Central and South Tracts, was initiated in 2013. As of December 2017, the herbarium holds almost 5,000 voucher specimens from over 1,250 taxa found on the Refuge. This includes a number of Maryland rare, threatened, and endangered (RTE) species, as well as at least five species new to Maryland. A number of duplicate and unique voucher specimens are held by other herbaria.","",NA,NA,"","Maryland, U.S.A","","Bill Harms","","botanybill@verizon.net","10901 Scarlet Tanager Loop","Laurel","Maryland","201708","10901 Scarlet Tanager Loop","Laurel","Maryland","201708","","","","","","","",39.0264,-76.8012,5045,"plantae"
